Restaurant name,Restaurants url,Address,bhdlf,Cuisines,xnmdg,bhdlf2,xnmdg3,no. of review,bhpnc,review URL,Review 1,Review food 1,ewmdv_URL5,Review 2,Review food 2,Latlng
33. Akira Back,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11890575-Reviews-Akira_Back-Singapore.html,30 Beach Road|Access via Nicoll Highway JW Marriott Hotel Singapore South Beach|Singapore 189763 Singapore,Closed Now,Japanese|International,Japanese|International,$$$$,$$$$,916 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d11890575-r826921177-Akira_Back-Singapore.html,“As always we enjoyed our sashimi combo|tuna pizza|wagyu tacos|let’s go nut...”,sashimi,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d11890575-r785069332-Akira_Back-Singapore.html,“The best tasting menu I’ve ever had!”,tasting menu,1.29465290739595|103.855516049506
34. Fu Lin Men Cantonese Dining,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13873832-Reviews-Fu_Lin_Men_Cantonese_Dining-Singapore.html,21 Amber Road Chinese Swimming Club|Singapore 439870 Singapore,Closes in 7 min,Chinese|Asian,Chinese|Asian,$$ - $$$,$$ - $$$,288 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13873832-r778983526-Fu_Lin_Men_Cantonese_Dining-Singapore.html,“We had sweet & sour pork|corn flake prawns|seafood Mee sua|xo garoupa|cla...”,prawns,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13873832-r776356608-Fu_Lin_Men_Cantonese_Dining-Singapore.html,“went here with my friends|i highly recommend|the fried rice was tasty and s...”,fried rice,1.29930649232604|103.90057688689
35. Madame Fan,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14056008-Reviews-Madame_Fan-Singapore.html,32 Beach Road The South Beach Level 2|The NCO Club|Singapore 189764 Singapore,Closed Now,Chinese|International,Chinese|International,$$$$,$$$$,608 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d14056008-r821579085-Madame_Fan-Singapore.html,“Amazing Dim Sum and Cantonese cuisine with great service”,Dim Sum,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d14056008-r813504551-Madame_Fan-Singapore.html,“Cosy place for yummy dimsum”,dimsum,1.29415243891628|103.855108379944
Kafe Utu,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15777356-Reviews-Kafe_Utu-Singapore.html,12 Jiak Chuan Road|Singapore 089265 Singapore,Open Now,African|International,Open Now,$$ - $$$,African|International,60 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d15777356-r811761924-Kafe_Utu-Singapore.html,“We’d had the Goat Curry (Order it!”,Goat Curry,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d15777356-r787697761-Kafe_Utu-Singapore.html,"“... we had - Moroccan Lemon Chicken Tagine which contained Marinated Chicken,...”",Tagine,1.27977025752773|103.841981527237
36. Fat Belly,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13112841-Reviews-Fat_Belly-Singapore.html,10 Jalan Serene Serene Centre Serence Centre #01-04|Singapore 258748 Singapore,Closed Now,Steakhouse|European,Steakhouse|European,$$ - $$$,$$ - $$$,260 reviews,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13112841-r795704065-Fat_Belly-Singapore.html,“As the cherry on top|the Signature Tiramisu was also an exquisite serving of...”,Tiramisu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13112841-r732127099-Fat_Belly-Singapore.html,“While I'm not a desserts person|I thoroughly enjoyed the tiramisu!”,tiramisu,1.3225953918961|103.813698681482
37. Spago Dining Room by Wolfgang Puck,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8683187-Reviews-Spago_Dining_Room_by_Wolfgang_Puck-Singapore.html,10 Bay Front Avenue Marina Bay Resort|Sands SkyPark|Tower 2 Level 57 Access from Hotel Lobby Tower 2|Singapore 018956 Singapore,Closed Now,American|European,American|European,$$$$,$$$$,"1,120 reviews",,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8683187-r816186867-Spago_Dining_Room_by_Wolfgang_Puck-Singapore.html,“Big eye tuna tartare cones was okay|Brittany sea bass was good and salted ca...”,bass,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8683187-r728980478-Spago_Dining_Room_by_Wolfgang_Puck-Singapore.html,“Had Burrata & grilled octopus for starters |shared Crispy Sea bass|Honey Mi...”,bass,1.28257452719679|103.858562162091
38. Publico Ristorante,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13200545-Reviews-Publico_Ristorante-Singapore.html,1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay|Singapore 238909 Singapore,Open Now,Italian|Pizza,Open Now,$$ - $$$,Italian|Pizza,"1,563 reviews",Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13200545-r830895747-Publico_Ristorante-Singapore.html,“Tiramisu is heavenly.. pizzas are great.. vibe and wine good as well”,Tiramisu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13200545-r812167297-Publico_Ristorante-Singapore.html,“Excellent pizza pasta and fantastic service!”,pasta,1.28984102685759|103.83855170682
39. Cut by Wolfgang Puck,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2002823-Reviews-Cut_by_Wolfgang_Puck-Singapore.html,2 Bayfront Avenue Marina Bay Sands The Shoppes at Marina Bay Sands|B1-71 |Galleria Level|Singapore 018972 Singapore,Closed Now,American|Steakhouse,American|Steakhouse,$$$$,$$$$,"1,527 reviews",Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2002823-r811165699-Cut_by_Wolfgang_Puck-Singapore.html,“The snake river farm Wagyu and the aged Australian beef were simply outstanding.”,beef,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2002823-r737056345-Cut_by_Wolfgang_Puck-Singapore.html,“Awesome Japanese Wagyu filet mignon”,filet mignon,1.28332249857386|103.857629111139
40. il Cielo,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2616599-Reviews-Il_Cielo-Singapore.html,581 Orchard Road Level 24|Voco Orchard Singapore|Singapore 238883 Singapore,Closes in 7 min,Italian|European,Italian|European,$$$$,$$$$,543 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2616599-r785792536-Il_Cielo-Singapore.html,“Overall of the food is over my expectations but the tiramisu not so satisfying.”,tiramisu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2616599-r763488184-Il_Cielo-Singapore.html,“Tiramisu was also best i've ever eaten.”,Tiramisu,1.30600944831127|103.829648763915
IstanBlue Meze & Grill,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7312028-Reviews-IstanBlue_Meze_Grill-Singapore.html,17 Baghdad Street|Singapore 199656 Singapore,Open Now,Turkish,Open Now,$$ - $$$,Turkish,124 reviews,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d7312028-r787312570-IstanBlue_Meze_Grill-Singapore.html,“Good value for money Turkish food”,Turkish food,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d7312028-r774990111-IstanBlue_Meze_Grill-Singapore.html,“Lentil soup is unique|seems like there is tomato added.”,Lentil soup,1.30125563185741|103.859581352013
41. Heart of Darkness,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17421957-Reviews-Heart_of_Darkness-Singapore.html,1 Keong Saik Road|Singapore 089109 Singapore,Open Now,International|European,Open Now,$$ - $$$,International|European,179 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d17421957-r831838829-Heart_of_Darkness-Singapore.html,“Best bar in SG”,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d17421957-r828985397-Heart_of_Darkness-Singapore.html,“NUT BHAD”,,1.27891832141462|103.841421971652
42. Golden Peony at Conrad Centennial Singapore,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d903929-Reviews-Golden_Peony_at_Conrad_Centennial_Singapore-Singapore.html,2 Temasek Boulevard Condrad Hotels & Resorts|Singapore 038982 Singapore,Closed Now,Chinese|Asian,Chinese|Asian,$$$$,$$$$,483 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d903929-r813397183-Golden_Peony_at_Conrad_Centennial_Singapore-Singapore.html,“The Peking duck and their soups are to go for .”,Peking duck,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d903929-r778238554-Golden_Peony_at_Conrad_Centennial_Singapore-Singapore.html,“Great Ambience|Impeccable Service and Exquisite Dim Sum”,Dim Sum,1.29352504746137|103.858774748555
43. Spice Brasserie,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5423955-Reviews-Spice_Brasserie-Singapore.html,181 Kitchener Road Parkroyal On Kitchener Road PARKROYAL on Kitchener Road|Singapore 208533 Singapore,Open Now,Seafood|Asian,Open Now,$$ - $$$,Seafood|Asian,559 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d5423955-r787820324-Spice_Brasserie-Singapore.html,“Prawn laksa was fragrant|tasty and a nice portion.”,laksa,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d5423955-r787261081-Spice_Brasserie-Singapore.html,“The burgers|laksa|deep fried prawns|grilled prawns|satay|pasta with truf...”,laksa,1.31053024860513|103.855657424789
44. Winestone,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13913142-Reviews-Winestone-Singapore.html,30 Stevens Road #01-09|Singapore 257840 Singapore,Open Now,Bar|European,Open Now,$$ - $$$,Bar|European,391 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13913142-r829696524-Winestone-Singapore.html,“Went for a family meal|the ambiance was very good and food especially the pi...”,family meal,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13913142-r828886695-Winestone-Singapore.html,“The Tueday oyster promotion was well worth it|with the oysters being fresh &...”,oyster,1.31386945443377|103.828606363886
45. Soi Aroy,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15150976-Reviews-Soi_Aroy-Singapore.html,1 Rochor Canal Road Sim Lim Square 02-08 Sim Lim Square|Singapore 188504 Singapore,Open Now,Asian|Thai,Open Now,$,Asian|Thai,192 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d15150976-r804003432-Soi_Aroy-Singapore.html,“Outstanding quality and value”,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d15150976-r786111036-Soi_Aroy-Singapore.html,“Good tasty Thai food in Sim lim”,,1.30290658774258|103.853031869482
The ExciseMan Wine & Whisky Bar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15759302-Reviews-The_ExciseMan_Wine_Whisky_Bar-Singapore.html,8 Raffles Avenue Esplanade Mall #02-27 Esplanade Mall|Singapore 039802 Singapore,Closed Now,Italian|French,Italian|French,$$ - $$$,$$ - $$$,14 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d15759302-r831948465-The_ExciseMan_Wine_Whisky_Bar-Singapore.html,“Best Bar Experience|with an extensive...”,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d15759302-r830791368-The_ExciseMan_Wine_Whisky_Bar-Singapore.html,“Frequent patron”,,1.28935082986746|103.855901267402
46. Chef's Table by Chef Stephan Zoisl,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8582472-Reviews-Chef_s_Table_by_Chef_Stephan_Zoisl-Singapore.html,61 Tras Street|Singapore 079000 Singapore,Closed Now,French|European,French|European,$$$$,$$$$,443 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8582472-r785898497-Chef_s_Table_by_Chef_Stephan_Zoisl-Singapore.html,"“There are three tasting menu options 4,6 or 8 courses.”",tasting menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8582472-r778291967-Chef_s_Table_by_Chef_Stephan_Zoisl-Singapore.html,“We ordered the 8-course tasting menu -- all of us loved it.”,course tasting menu,1.2778017500758|103.844486775431
47. 25 Degrees,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12208339-Reviews-25_Degrees-Singapore.html,200 Middle Road Hotel G Singapore Ground Floor|Hotel G Singapore|Singapore 188980 Singapore,Open Now,American|Bar,Open Now,$$ - $$$,American|Bar,544 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d12208339-r821849345-25_Degrees-Singapore.html,“The wings are also a must-try|with its unique seasoning!”,wings,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d12208339-r813371179-25_Degrees-Singapore.html,“Lunch at 25 degrees restaurant and bar”,bar,1.30092960029232|103.851518859038
48. The Wine & Gourmet Friends,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15142954-Reviews-The_Wine_Gourmet_Friends-Singapore.html,48 Bukit Pasoh Road 01-01|Singapore 089859 Singapore,Closed Now,Bar|Wine Bar,Bar|Wine Bar,$$ - $$$,$$ - $$$,252 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d15142954-r729162243-The_Wine_Gourmet_Friends-Singapore.html,“I ordered the Duck Magret and it was no...”,Duck,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d15142954-r682656692-The_Wine_Gourmet_Friends-Singapore.html,“Unforgettable Pork Belly Crackle”,Pork,1.27982756253212|103.840447832361
49. Asian Market Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2538601-Reviews-Asian_Market_Cafe-Singapore.html,80 Bras Basah Road|Singapore 189560 Singapore,Closed Now,Asian|Singaporean,Asian|Singaporean,$$ - $$$,$$ - $$$,892 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2538601-r828631451-Asian_Market_Cafe-Singapore.html,“A wide variety of Asian selection and we particularly liked the roasted duck...”,duck,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2538601-r827111566-Asian_Market_Cafe-Singapore.html,“One of other highlight today is the roast duck & durian pengat .”,duck,1.29400429821115|103.853966128792
50. The Lobby Lounge at InterContinental Singapore,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2338744-Reviews-The_Lobby_Lounge_at_InterContinental_Singapore-Singapore.html,80 Middle Road Level 1|InterContinental Singapore|Singapore 188966 Singapore,Open Now,Asian|Bar,Open Now,$$ - $$$,Asian|Bar,577 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2338744-r820770841-The_Lobby_Lounge_at_InterContinental_Singapore-Singapore.html,“Pastries and cakes were made well.”,cakes,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2338744-r784400794-The_Lobby_Lounge_at_InterContinental_Singapore-Singapore.html,“It was great to have such a variety of delicious vegan cakes!”,cakes,1.29845047417026|103.854897087094
Le Petit Chef - Singapore,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d19113494-Reviews-Le_Petit_Chef_Singapore-Singapore.html,10 Scotts Road Grand Hyatt Singapore Grand Hyatt Singapore|Singapore 228211 Singapore,Open Now,Chinese|Indian,Open Now,$$$$,Chinese|Indian,126 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d19113494-r765310001-Le_Petit_Chef_Singapore-Singapore.html,“Best Dining Staff and Butter Chicken”,Butter Chicken,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d19113494-r785913224-Le_Petit_Chef_Singapore-Singapore.html,"“... of glutinous rice (brown rice|yam,...”",rice,1.30631272444851|103.833311286296
51. KOMA Singapore,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17806127-Reviews-KOMA_Singapore-Singapore.html,The Shoppes at Marina Bay Sands|2 Bayfront Ave|#B1-67|Singapore 018972 Singapore,Closes in 7 min,Japanese|Sushi,Japanese|Sushi,$$$$,$$$$,675 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d17806127-r767138445-KOMA_Singapore-Singapore.html,“... sashimi|crispy chicken|spicy tuna maki|wafu carbonara with uni|and ha...”,tuna,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d17806127-r765045203-KOMA_Singapore-Singapore.html,“As for the food|the Wagyu beef goyza and spicy tuna maki are commendable.”,tuna,1.28332249857386|103.857629111139
52. Alley on 25,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13128477-Reviews-Alley_on_25-Singapore.html,5 Fraser Street Level 25 Andaz Singapore|Singapore 189354 Singapore,Open Now,International|Singaporean,Open Now,$$ - $$$,International|Singaporean,541 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13128477-r825076689-Alley_on_25-Singapore.html,“Food was really good too|especially the BBQ pork ribs.”,pork ribs,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13128477-r821875843-Alley_on_25-Singapore.html,“For our lunch|we started with Caesar salad and a jumbo crab cake.”,salad,1.29915739776463|103.858020324447
53. Rise Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3471372-Reviews-Rise_Restaurant-Singapore.html,10 Bayfront Avenue|Marina Bay Sands Marina Bay Sands Hotel Lobby|Hotel Tower 1|Singapore 018956 Singapore,Closed Now,Vegan,$$ - $$$,$$ - $$$,,880 reviews,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d3471372-r770838567-Rise_Restaurant-Singapore.html,“And not to missed the Chili Crab with Man Tou as well.”,Chili,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d3471372-r723929982-Rise_Restaurant-Singapore.html,“loved chili crabs so much!”,chili,1.28257452719679|103.858562162091
54. Man Fu Yuan,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d877622-Reviews-Man_Fu_Yuan-Singapore.html,80 Middle Road Level 2|InterContinental Singapore|Singapore 188966 Singapore,Closes in 7 min,Chinese|Asian,Chinese|Asian,$$$$,$$$$,618 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d877622-r823325069-Man_Fu_Yuan-Singapore.html,“The salted egg lobster and luffa is good.”,lobster,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d877622-r818892149-Man_Fu_Yuan-Singapore.html,“Wonderful Dim Sum and Best of Class Service at Man Fu Yuan”,Dim Sum,1.29845047417026|103.854897087094
55. Spago Bar & Lounge,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13110781-Reviews-Spago_Bar_Lounge-Singapore.html,10 Bayfront Avenue Marina Bay Sands Tower 2 Floor 57 Marina Bay Sands|Singapore 018956 Singapore,Open Now,Bar|International,Open Now,$$$$,Bar|International,550 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13110781-r821255277-Spago_Bar_Lounge-Singapore.html,“Advance ordering of the pasta tasting menu is highly recommended.”,tasting menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13110781-r811029366-Spago_Bar_Lounge-Singapore.html,“... come back for more :) Special thanks to Angelo|Guna|Leela and Daniel fo...”,Special thanks,1.28257452719679|103.858562162091
IndoChili - Halal Indonesian Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4355646-Reviews-IndoChili_Halal_Indonesian_Restaurant-Singapore.html,54 Zion Road|Singapore 247779 Singapore,Open Now,Singaporean|Asian,Open Now,$$ - $$$,Singaporean|Asian,318 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d4355646-r804393918-IndoChili_Halal_Indonesian_Restaurant-Singapore.html,“... we almost forgot how much we like local satay for this new experience!”,satay,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d4355646-r779918451-IndoChili_Halal_Indonesian_Restaurant-Singapore.html,“I paid $97 for 5 dishes|3 plates of rice and 3 drinks.”,rice,1.29291845027841|103.831126455464
