Name,Url,Cuisines,Review_no,Price_range,Address,Phone_no.,Operating_hours,Rating,Image_url,Area,Latlng
Mooks Thai Bistro,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11797713-Reviews-Mooks_Thai_Bistro_Bukit_Batok-Singapore.html,"Asian,Thai",17,$$,"2 Bukit Batok West Avenue 7 #01-09A/B Bukit Batok HomeTeamNS, Singapore 659003",6568999188,"{""Sunday"":[""1100-0000""],""Monday"":[""1100-0000""],""Tuesday"":[""1100-0000""],""Wednesday"":[""1100-0000""],""Thursday"":[""1100-0000""],""Friday"":[""1100-0000""],""Saturday"":[""1100-0000""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/0d/a0/55/0e/indoor-dining-area.jpg,Bukit Batok,"1.36577391240463,103.748520902563"
Gardenasia,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3569795-Reviews-Gardenasia-Singapore.html,"Southwestern,Fusion",31,$$,"240 Neo Tiew Crescent, Singapore 718898",6568989111,"{""Sunday"":[""1000-1730""],""Monday"":[],""Tuesday"":[],""Wednesday"":[""1030-1730""],""Thursday"":[""1030-1730""],""Friday"":[""1030-2230""],""Saturday"":[""1030-2230""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/06/cd/e3/6e/beautiful-sunset-at-bistro.jpg,Kranji,"1.44122088678859,103.730185084357"
Poison Ivy,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d940495-Reviews-Poison_ivy-Singapore.html,"Asian,Singaporean,Vegetarian Friendly",75,$$,"100 Neo Tiew Road, Singapore 719026",6568985001,"{""Sunday"":[""0900-1800""],""Monday"":[],""Tuesday"":[],""Wednesday"":[""0900-1800""],""Thursday"":[""0900-1800""],""Friday"":[""0900-1800""],""Saturday"":[""0900-1800""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/16/06/58/70/img-1546919807030-largejpg.jpg,Kranji,"1.41836454569877,103.716666929846"
Al-Ameen Eating Corner,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4291322-Reviews-Al_Ameen_Eating_Corner-Singapore.html,"Indian,Asian,Singaporean",36,$$,"30 Woodlands Avenue 1 #01-10 the Woodgrove, Singapore 739065",6563661740,"{""Sunday"":[""0800-1330""],""Monday"":[""1100-1330""],""Tuesday"":[""1100-1330""],""Wednesday"":[""1100-1330""],""Thursday"":[""1100-1330""],""Friday"":[""1100-1330""],""Saturday"":[""1100-1330""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/0b/de/67/80/dessert-that-looks-smaller.jpg,Woodlands,"1.42938474074212,103.781292115087"
Citrus By The Pool,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11670696-Reviews-Citrus_By_The_Pool-Singapore.html,"Cafe,Fusion",101,$$,"Woodlands Street 13 Woodlands Swimming Complex 13 Woodlands Swimming Complex, Singapore 738600",6563666581,"{""Sunday"":[""1100-0300""],""Monday"":[""1100-0300""],""Tuesday"":[""1100-0300""],""Wednesday"":[""1100-0300""],""Thursday"":[""1100-0300""],""Friday"":[""1100-0300""],""Saturday"":[""1100-0300""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/23/19/11/7c/citrus-by-the-pool-interior.jpg,Woodlands,"1.43449712110305,103.77936371276"
Madras New Woodlands,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1146789-Reviews-Madras_New_Woodlands-Singapore.html,"Indian,Vegetarian Friendly,Vegan Options",230,$$,"12-14 Upper Dickson Rd Little India, Singapore 207474",6562971594,"{""Sunday"":[""0730-2230""],""Monday"":[""0730-2230""],""Tuesday"":[""0730-2230""],""Wednesday"":[""0730-2230""],""Thursday"":[""0730-2230""],""Friday"":[""0730-2230""],""Saturday"":[""0730-2230""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/16/e7/6d/93/photo0jpg.jpg,Woodlands,"1.30631560078689,103.852408927263"
Auntie Kim's Korean Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d812027-Reviews-Auntie_Kim_s_Korean_Restaurant-Singapore.html,"Asian,Korean",55,$$,"265 Upper Thomson Road Soo Chow Garden, Singapore 574392",6564522112,"{""Sunday"":[""1400-0000""],""Monday"":[""1400-0000""],""Tuesday"":[""1400-0000""],""Wednesday"":[""1400-0000""],""Thursday"":[""1400-0000""],""Friday"":[""1400-0200""],""Saturday"":[""1400-0200""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/0e/fa/bc/95/photo1jpg.jpg,Upper Thomson,"1.35362772251786,103.83335054145"
Badoque Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5431108-Reviews-Badoque_Cafe-Singapore.html,"Steakhouse,Mediterranean,Asian",81,$$,"298 Bedok Road Bedok Shopping Complex Simpang Bedok, Singapore 469454",6564466928,"{""Sunday"":[""1200-2300""],""Monday"":[""1200-2300""],""Tuesday"":[""1200-2300""],""Wednesday"":[""1200-2300""],""Thursday"":[""1200-2300""],""Friday"":[""1200-2300""],""Saturday"":[""1200-2300""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/16/e6/d9/62/wagyu-steak.jpg,Upper Thomson,"1.33151454401214,103.94861784673"
Little Part 1 Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5425365-Reviews-Little_Part_1_Cafe-Singapore.html,"Bar,Pizza,Cafe",24,$$,"54 Blair Road 01-01, Singapore 089954",6569098354,"{""Sunday"":[""0900-2100""],""Monday"":[],""Tuesday"":[""1100-2230""],""Wednesday"":[""1100-2230""],""Thursday"":[""1100-2230""],""Friday"":[""1100-2230""],""Saturday"":[""1100-2230""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/1b/4a/0c/e5/this-is-a-little-quaint.jpg,Upper Thomson,"1.27592976731324,103.835660206398"
Springleaf Taiwan Porridge,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d809477-Reviews-Springleaf_Taiwan_Porridge-Singapore.html,Taiwanese,10,$$,"18 Jalan Leban Sembawang Hills Estate, Singapore 577555",6564538229,"{""Sunday"":[""1100-1445"",""1730-2230""],""Monday"":[""1100-1445"",""1730-2230""],""Tuesday"":[""1100-1445"",""1730-2230""],""Wednesday"":[""1100-1445"",""1730-2230""],""Thursday"":[""1100-1445"",""1730-2230""],""Friday"":[""1100-1445"",""1730-2230""],""Saturday"":[""1100-1445"",""1730-2230""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/1a/b3/7f/e8/20200119-184930-largejpg.jpg,Springleaf,"1.37170840081509,103.829313994977"
Springleaf Prata Place,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8436055-Reviews-Springleaf_Prata_Place-Singapore.html,"Quick Bites,Indian,Asian",88,$,"57B Jalan Tua Kong, Singapore 457253",6592274345,"{""Sunday"":[""0800-0000""],""Monday"":[""0800-0000""],""Tuesday"":[""0800-0000""],""Wednesday"":[""0800-0000""],""Thursday"":[""0800-0000""],""Friday"":[""0800-0000""],""Saturday"":[""0800-0000""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/1b/12/f2/8a/img-20200204-120354-largejpg.jpg,Springleaf,"1.31595937666575,103.925443851261"
Nakhon Kitchen,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1460192-Reviews-Nakhon_Kitchen-Singapore.html,"Asian,Thai",108,$$,"212 Hougang Street 21 #01-341, Singapore 530212",6562868785,"{""Sunday"":[""1100-2200""],""Monday"":[""1100-2200""],""Tuesday"":[""1100-2200""],""Wednesday"":[""1100-2200""],""Thursday"":[""1100-2200""],""Friday"":[""1100-2200""],""Saturday"":[""1100-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/0d/6c/74/df/photo2jpg.jpg,Yishun,"1.35952087347427,103.888340028762"
928 Yishun Laksa,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8832286-Reviews-928_Yishun_Laksa-Singapore.html,"Quick Bites,Asian,Singaporean",33,$,"928 Yishun Central 1 #01-155, Singapore 760928",6597319586,"{""Sunday"":[""1030-2000""],""Monday"":[""1030-2000""],""Tuesday"":[""1030-2000""],""Wednesday"":[""1030-2000""],""Thursday"":[""1030-2000""],""Friday"":[""1030-2000""],""Saturday"":[""1030-2000""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-p/17/51/62/7d/img-20190302-083635-822.jpg,Yishun,"1.4272080784162,103.837377109933"
Yishun 925 Hainanese Chicken Rice,tripadvisor.com.sg/Restaurant_Review-g294265-d5003982-Reviews-Yishun_925_Hainanese_Chicken_Rice-Singapore.html,"Chinese,Singaporean",35,$,"Blk 925 Yishun Central 1, Singapore 760925",,"{""Sunday"":[""1030-2000""],""Monday"":[""1030-2000""],""Tuesday"":[""1030-2000""],""Wednesday"":[""1030-2000""],""Thursday"":[""1030-2000""],""Friday"":[""1030-2000""],""Saturday"":[""1030-2000""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/10/f5/73/71/caption.jpg,Yishun,"1.42750549654333,103.837125284539"
Sembawang Claypot Rice,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8424786-Reviews-Sembawang_Claypot_Rice-Singapore.html,"Chinese,Asian,Singaporean",22,$$,"4 Jalan Tampang Sembawang Garden Arcade, Singapore 758948",6567577144,"{""Sunday"":[""1130-1430"",""1730-2200""],""Monday"":[""1130-1430"",""1730-2200""],""Tuesday"":[""1130-1430"",""1730-2200""],""Wednesday"":[""1130-1430"",""1730-2200""],""Thursday"":[""1130-1430"",""1730-2200""],""Friday"":[""1130-1430"",""1730-2200""],""Saturday"":[""1130-1430"",""1730-2200""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/0d/c5/96/85/singling-veg.jpg,Sembawang,"1.4421717025719,103.823614407846"
Sher - An Authentic North Indian Experiece,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5429844-Reviews-Sher_An_Authentic_North_Indian_Experience-Singapore.html,"Indian,Vegetarian Friendly,Vegan Options",32,$$,"25 Sembawang Road #01-04, Singapore 779079",6564553356,"{""Sunday"":[""1200-2300""],""Monday"":[""1200-2300""],""Tuesday"":[""1200-2300""],""Wednesday"":[""1200-2300""],""Thursday"":[""1200-2300""],""Friday"":[""1200-2300""],""Saturday"":[""1200-2300""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/07/8d/7c/9c/sher-an-authentic-north.jpg,Sembawang,"1.40308306739079,103.817601906214"
Beaulieu House/ Sembawang Seafood Paradise,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424653-Reviews-Beaulieu_House_Sembawang_Seafood_Paradise-Singapore.html,"Chinese,Seafood,Asian",55,$$,"117 Beaulieu Road, Singapore 759837",6562579234,"{""Sunday"":[""1130-1300"",""1730-2230""],""Monday"":[""1130-1300"",""1730-2230""],""Tuesday"":[""1130-1300"",""1730-2230""],""Wednesday"":[""1130-1300"",""1730-2230""],""Thursday"":[""1130-1300"",""1730-2230""],""Friday"":[""1130-1300"",""1730-2230""],""Saturday"":[""1130-1300"",""1730-2230""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/16/95/b8/86/crab-with-salted-egg.jpg,Sembawang,"1.46337679563995,103.836877257033"
Hong Kong Street Family Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d877475-Reviews-Hong_Kong_Street_Family_Restaurant_Pte_Ltd-Singapore.html,"Chinese,Asian,Singaporean",45,$$,"273 Thomson Road Novena Gardens, Singapore 307644",6562523132,"{""Sunday"":[""1130-1300"",""1730-2300""],""Monday"":[""1130-1300"",""1730-2300""],""Tuesday"":[""1130-1300"",""1730-2300""],""Wednesday"":[""1130-1300"",""1730-2300""],""Thursday"":[""1130-1300"",""1730-2300""],""Friday"":[""1130-1300"",""1730-2300""],""Saturday"":[""1130-1300"",""1730-2300""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/19/ff/1b/50/dinning-area.jpg,Canberra,"1.3204789314891,103.841994460759"
Merci Marcel,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13075207-Reviews-Merci_Marcel_Tiong_Bahru-Singapore.html,"Cafe,Vegetarian Friendly,Vegan Options",333,$$,"56 Eng Hoon Street Tiong Bahru Estate Tiong Bahru, Singapore 160056",6562240113,"{""Sunday"":[""0800-2300""],""Monday"":[""0800-0000""],""Tuesday"":[""0800-0000""],""Wednesday"":[""0800-0000""],""Thursday"":[""0800-0000""],""Friday"":[""0800-0000""],""Saturday"":[""0800-0000""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/1c/5b/0a/f9/photo1jpg.jpg,Canberra,"1.28424137023496,103.833923067555"
Curry Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10135944-Reviews-Curry_Cafe-Singapore.html,"Chinese,Cafe,Asian",10,$,"Blk 482 Admiralty Link #01-13,, Singapore 750482",6586883369,"{""Sunday"":[""0800-2000""],""Monday"":[""0900-2100""],""Tuesday"":[""0900-2100""],""Wednesday"":[""0900-2100""],""Thursday"":[""0900-2100""],""Friday"":[""0900-2100""],""Saturday"":[""0800-2000""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/13/24/92/de/img-20180602-wa0006-largejpg.jpg,Canberra,"1.45543968418756,103.815460900731"
Di Wei Teo Chew Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12346282-Reviews-Di_Wei_Teo_Chew_Restaurant-Singapore.html,"Chinese,Asian,Singaporean",44,$$,"1 The Oval Seletar Aerospace Park, Singapore 797859",6562625946,"{""Sunday"":[""1130-1430"",""1730-2200""],""Monday"":[""1130-1430"",""1730-2200""],""Tuesday"":[""1130-1430"",""1730-2200""],""Wednesday"":[""1130-1430"",""1730-2200""],""Thursday"":[""1130-1430"",""1730-2200""],""Friday"":[""1130-1430"",""1730-2200""],""Saturday"":[""1130-1430"",""1730-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/18/ab/77/3b/whole-roasted-chicken.jpg,Seletar,"1.40743079211142,103.86796743243"
The Summerhouse,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12658165-Reviews-The_Summerhouse-Singapore.html,"Vegetarian Friendly,Vegan Options",63,$$,"3 Park Lane, Singapore 798387",6562621063,"{""Sunday"":[""1200-1500"",""1800-2200""],""Monday"":[],""Tuesday"":[],""Wednesday"":[""1800-2200""],""Thursday"":[""1800-2200""],""Friday"":[""1800-2200""],""Saturday"":[""1200-1500"",""1800-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/18/9a/52/0b/the-summerhouse-exterior.jpg,Seletar,"1.40802317829576,103.868266713262"
YOUNGS Bar and Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12034897-Reviews-YOUNGS_Bar_and_Restaurant-Singapore.html,European,155,$$,"3 Hyde Park Gate The Oval @ Sap, Singapore 799531",6588183348,"{""Sunday"":[""0830-0000""],""Monday"":[""1130-0000""],""Tuesday"":[""1130-0000""],""Wednesday"":[""1130-0000""],""Thursday"":[""1130-0000""],""Friday"":[""1130-0000""],""Saturday"":[""0830-1200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/1d/aa/7e/61/signature-mussels-pot.jpg,Seletar,"1.40711830667484,103.867607600386"
