Name,Url,Cuisines,Review_no,Price_range,Address,Phone_no.,Operating_hours,Ratings,Image_url,Area
Badoque Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5431108-Reviews-Badoque_Cafe-Singapore.html,"Steakhouse,Mediterranean,Asian",81,$$,"298 Bedok Road Bedok Shopping Complex Simpang Bedok, Singapore 469454 Singapore",6564466928,"{""Sunday"":[""1200-2300""],""Monday"":[""1200-2300""],""Tuesday"":[""1200-2300""],""Wednesday"":[""1200-2300""],""Thursday"":[""1200-2300""],""Friday"":[""1200-2300""],""Saturday"":[""1200-2300""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/16/e6/d9/62/wagyu-steak.jpg,Upper Thomson
Little Part 1 Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5425365-Reviews-Little_Part_1_Cafe-Singapore.html,"Bar,Pizza,Cafe",24,$$,"54 Blair Road 01-01, Singapore 089954 Singapore",6569098354,"{""Sunday"":[""0900-2100""],""Monday"":[],""Tuesday"":[""1100-2230""],""Wednesday"":[""1100-2230""],""Thursday"":[""1100-2230""],""Friday"":[""1100-2230""],""Saturday"":[""1100-2230""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/1b/4a/0c/e5/this-is-a-little-quaint.jpg,Upper Thomson
Springleaf Taiwan Porridge,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d809477-Reviews-Springleaf_Taiwan_Porridge-Singapore.html,Taiwanese,10,$$,"18 Jalan Leban Sembawang Hills Estate, Singapore 577555 Singapore",6564538229,"{""Sunday"":[""1100-1445"",""1730-2230""],""Monday"":[""1100-1445"",""1730-2230""],""Tuesday"":[""1100-1445"",""1730-2230""],""Wednesday"":[""1100-1445"",""1730-2230""],""Thursday"":[""1100-1445"",""1730-2230""],""Friday"":[""1100-1445"",""1730-2230""],""Saturday"":[""1100-1445"",""1730-2230""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/1a/b3/7f/e8/20200119-184930-largejpg.jpg,Springleaf
Springleaf Prata Place,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8436055-Reviews-Springleaf_Prata_Place-Singapore.html,"Quick Bites,Indian,Asian",88,$,"57B Jalan Tua Kong, Singapore 457253 Singapore",6592274345,"{""Sunday"":[""0800-0000""],""Monday"":[""0800-0000""],""Tuesday"":[""0800-0000""],""Wednesday"":[""0800-0000""],""Thursday"":[""0800-0000""],""Friday"":[""0800-0000""],""Saturday"":[""0800-0000""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/1b/12/f2/8a/img-20200204-120354-largejpg.jpg,Springleaf
Nakhon Kitchen,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1460192-Reviews-Nakhon_Kitchen-Singapore.html,"Asian,Thai",108,$$,"212 Hougang Street 21 #01-341, Singapore 530212 Singapore",6562868785,"{""Sunday"":[""1100-2200""],""Monday"":[""1100-2200""],""Tuesday"":[""1100-2200""],""Wednesday"":[""1100-2200""],""Thursday"":[""1100-2200""],""Friday"":[""1100-2200""],""Saturday"":[""1100-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/0d/6c/74/df/photo2jpg.jpg,Yishun
928 Yishun Laksa,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8832286-Reviews-928_Yishun_Laksa-Singapore.html,"Quick Bites,Asian,Singaporean",33,$,"928 Yishun Central 1 #01-155, Singapore 760928 Singapore",6597319586,"{""Sunday"":[""1030-2000""],""Monday"":[""1030-2000""],""Tuesday"":[""1030-2000""],""Wednesday"":[""1030-2000""],""Thursday"":[""1030-2000""],""Friday"":[""1030-2000""],""Saturday"":[""1030-2000""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-p/17/51/62/7d/img-20190302-083635-822.jpg,Yishun
Yishun 925 Hainanese Chicken Rice,tripadvisor.com.sg/Restaurant_Review-g294265-d5003982-Reviews-Yishun_925_Hainanese_Chicken_Rice-Singapore.html,"Chinese,Singaporean",35,$,"Blk 925 Yishun Central 1, Singapore 760925 Singapore",,"{""Sunday"":[""1030-2000""],""Monday"":[""1030-2000""],""Tuesday"":[""1030-2000""],""Wednesday"":[""1030-2000""],""Thursday"":[""1030-2000""],""Friday"":[""1030-2000""],""Saturday"":[""1030-2000""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/10/f5/73/71/caption.jpg,Yishun
Sembawang Claypot Rice,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8424786-Reviews-Sembawang_Claypot_Rice-Singapore.html,"Chinese,Asian,Singaporean",22,$$,"4 Jalan Tampang Sembawang Garden Arcade, Singapore 758948 Singapore",6567577144,"{""Sunday"":[""1130-1430"",""1730-2200""],""Monday"":[""1130-1430"",""1730-2200""],""Tuesday"":[""1130-1430"",""1730-2200""],""Wednesday"":[""1130-1430"",""1730-2200""],""Thursday"":[""1130-1430"",""1730-2200""],""Friday"":[""1130-1430"",""1730-2200""],""Saturday"":[""1130-1430"",""1730-2200""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/0d/c5/96/85/singling-veg.jpg,Sembawang
Sher - An Authentic North Indian Experiece,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5429844-Reviews-Sher_An_Authentic_North_Indian_Experience-Singapore.html,"Indian,Vegetarian Friendly,Vegan Options",32,$$,"25 Sembawang Road #01-04, Singapore 779079 Singapore",6564553356,"{""Sunday"":[""1200-2300""],""Monday"":[""1200-2300""],""Tuesday"":[""1200-2300""],""Wednesday"":[""1200-2300""],""Thursday"":[""1200-2300""],""Friday"":[""1200-2300""],""Saturday"":[""1200-2300""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/07/8d/7c/9c/sher-an-authentic-north.jpg,Sembawang
Beaulieu House/ Sembawang Seafood Paradise,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424653-Reviews-Beaulieu_House_Sembawang_Seafood_Paradise-Singapore.html,"Chinese,Seafood,Asian",55,$$,"117 Beaulieu Road, Singapore 759837 Singapore",6562579234,"{""Sunday"":[""1130-1300"",""1730-2230""],""Monday"":[""1130-1300"",""1730-2230""],""Tuesday"":[""1130-1300"",""1730-2230""],""Wednesday"":[""1130-1300"",""1730-2230""],""Thursday"":[""1130-1300"",""1730-2230""],""Friday"":[""1130-1300"",""1730-2230""],""Saturday"":[""1130-1300"",""1730-2230""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/16/95/b8/86/crab-with-salted-egg.jpg,Sembawang
Hong Kong Street Family Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d877475-Reviews-Hong_Kong_Street_Family_Restaurant_Pte_Ltd-Singapore.html,"Chinese,Asian,Singaporean",45,$$,"273 Thomson Road Novena Gardens, Singapore 307644 Singapore",6562523132,"{""Sunday"":[""1130-1300"",""1730-2300""],""Monday"":[""1130-1300"",""1730-2300""],""Tuesday"":[""1130-1300"",""1730-2300""],""Wednesday"":[""1130-1300"",""1730-2300""],""Thursday"":[""1130-1300"",""1730-2300""],""Friday"":[""1130-1300"",""1730-2300""],""Saturday"":[""1130-1300"",""1730-2300""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/19/ff/1b/50/dinning-area.jpg,Canberra
Merci Marcel,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13075207-Reviews-Merci_Marcel_Tiong_Bahru-Singapore.html,"Cafe,Vegetarian Friendly,Vegan Options",333,$$,"56 Eng Hoon Street Tiong Bahru Estate Tiong Bahru, Singapore 160056 Singapore",6562240113,"{""Sunday"":[""0800-2300""],""Monday"":[""0800-0000""],""Tuesday"":[""0800-0000""],""Wednesday"":[""0800-0000""],""Thursday"":[""0800-0000""],""Friday"":[""0800-0000""],""Saturday"":[""0800-0000""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/1c/5b/0a/f9/photo1jpg.jpg,Canberra
Curry Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10135944-Reviews-Curry_Cafe-Singapore.html,"Chinese,Cafe,Asian",10,$,"Blk 482 Admiralty Link #01-13,, Singapore 750482 Singapore",6586883369,"{""Sunday"":[""0800-2000""],""Monday"":[""0900-2100""],""Tuesday"":[""0900-2100""],""Wednesday"":[""0900-2100""],""Thursday"":[""0900-2100""],""Friday"":[""0900-2100""],""Saturday"":[""0800-2000""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/13/24/92/de/img-20180602-wa0006-largejpg.jpg,Canberra
Di Wei Teo Chew Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12346282-Reviews-Di_Wei_Teo_Chew_Restaurant-Singapore.html,"Chinese,Asian,Singaporean",44,$$,"1 The Oval Seletar Aerospace Park, Singapore 797859 Singapore",6562625946,"{""Sunday"":[""1130-1430"",""1730-2200""],""Monday"":[""1130-1430"",""1730-2200""],""Tuesday"":[""1130-1430"",""1730-2200""],""Wednesday"":[""1130-1430"",""1730-2200""],""Thursday"":[""1130-1430"",""1730-2200""],""Friday"":[""1130-1430"",""1730-2200""],""Saturday"":[""1130-1430"",""1730-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/18/ab/77/3b/whole-roasted-chicken.jpg,Seletar
The Summerhouse,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12658165-Reviews-The_Summerhouse-Singapore.html,"Vegetarian Friendly,Vegan Options",63,$$,"3 Park Lane, Singapore 798387 Singapore",6562621063,"{""Sunday"":[""1200-1500"",""1800-2200""],""Monday"":[],""Tuesday"":[],""Wednesday"":[""1800-2200""],""Thursday"":[""1800-2200""],""Friday"":[""1800-2200""],""Saturday"":[""1200-1500"",""1800-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/18/9a/52/0b/the-summerhouse-exterior.jpg,Seletar
YOUNGS Bar and Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12034897-Reviews-YOUNGS_Bar_and_Restaurant-Singapore.html,European,155,$$,"3 Hyde Park Gate The Oval @ Sap, Singapore 799531 Singapore",6588183348,"{""Sunday"":[""0830-0000""],""Monday"":[""1130-0000""],""Tuesday"":[""1130-0000""],""Wednesday"":[""1130-0000""],""Thursday"":[""1130-0000""],""Friday"":[""1130-0000""],""Saturday"":[""0830-1200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/1d/aa/7e/61/signature-mussels-pot.jpg,Seletar
